ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm),S1,S2
9398,4.076,2.3203,8.8002,1.8124,4.6567,15.7267,115.489334,840.913
9399,0.5989,3.6357,12.0738,1.1829,4.2927,17.7537,98.63021,761.31494
9400,0.8231,0.5414,2.3072,0.5441,2.4996,13.352,25.828281,98.06898
9401,1.1011,2.1458,15.6228,1.8115,3.1528,3.5074,84.22422,781.17535
9402,3.2898,4.2963,8.9251,1.9134,1.0828,3.1651,2.1592004,52.942287
9403,3.7842,3.9034,13.1297,1.5392,1.3339,8.3653,20.63844,254.84544
9404,1.2689,4.2024,14.5608,0.3942,2.664,16.6527,52.819828,476.81305
9405,0.694,4.9521,16.8988,1.1491,0.8672,17.2472,43.87004,444.46832
9406,4.6144,0.1899,18.8265,1.9012,4.6726,2.5885,140.3078,1235.2583
9407,3.3255,1.3378,17.9237,1.3417,2.9726,18.3392,71.02871,631.4975
9408,4.0394,4.4549,8.2956,0.6888,1.8541,6.9412,19.63839,198.49875
9409,3.5883,1.432,6.8611,1.1599,3.3713,16.0153,65.10277,458.35492
9410,2.4613,0.9544,16.0293,1.1876,3.7334,15.8522,92.440704,787.8916
9411,3.7452,1.3903,4.9909,1.2576,0.108,9.5855,37.381477,276.083
9412,1.989,1.2185,15.0126,1.3267,2.2491,4.8337,47.1179,487.21686
9413,3.7747,2.0661,15.337,1.6562,0.5753,2.0225,-6.1764836,34.854855
9414,2.8163,1.8388,2.1668,1.8977,0.7624,1.8234,49.827576,178.24156
9415,1.1181,1.2848,2.1863,0.8356,4.0387,3.5754,87.2557,561.0252
9416,4.8157,4.8158,10.2157,1.1803,3.1206,13.3009,66.04408,537.86633
9417,3.8097,1.4199,8.1013,0.8991,3.5229,13.3102,77.931305,595.2828
9418,3.6471,2.022,2.3038,1.8701,2.2658,12.0963,29.90755,133.1337
9419,1.136,3.7318,11.2673,1.5111,2.8703,13.0219,64.542046,545.1641
9420,1.1199,2.6879,7.4212,0.9789,2.6302,10.2529,50.54619,408.45566
9421,2.3053,4.9155,6.5478,1.1736,1.7221,17.797,19.693985,121.158585
9422,0.9921,4.0615,9.1346,1.7369,3.4065,11.1613,83.0326,657.66254
9423,3.3158,0.5182,6.0885,0.5327,3.0017,2.6635,56.100143,418.69177
9424,1.5095,3.2828,15.6905,1.8281,3.5609,13.3072,93.15727,800.6427
9425,0.5962,1.3199,17.5086,1.6781,4.3953,19.2189,111.04645,906.6907
9426,2.7287,3.5655,3.5191,1.7571,4.8887,1.0056,118.38118,798.39716
9427,3.9636,1.8334,1.8082,1.7059,1.5971,7.2367,11.432899,16.609234
9428,2.2833,4.0673,15.7159,0.7449,2.0008,15.451,43.297447,434.8652
9429,1.2365,1.2126,11.6065,1.013,2.9501,12.032,67.05373,578.28595
9430,3.7132,2.3772,6.1986,0.8508,2.6739,11.6985,45.866997,342.66388
9431,2.3782,4.4308,3.9868,1.3304,1.7195,9.6966,13.086676,76.13605
9432,4.5775,3.6526,19.6268,1.2413,2.6953,6.7375,64.59883,657.1605
9433,4.7146,4.7972,5.2738,1.4091,4.5818,19.1734,83.6871,499.51434
9434,0.7147,0.22,19.9601,1.6561,4.2606,7.2504,124.84322,1116.0874
9435,1.0267,3.9463,7.8013,0.9306,4.6028,12.5023,110.01466,809.2372
9436,4.1363,0.3586,19.2354,0.7849,4.1021,8.1497,111.39516,1003.7216
9437,3.743,4.8625,3.7609,1.316,0.8142,1.0567,22.010586,74.543976
9438,1.0613,2.8653,6.2286,0.8003,2.4268,2.2984,33.930626,259.06448
9439,2.2185,3.2665,2.8426,0.3811,3.3085,8.4963,55.788445,351.15314
9440,4.7362,2.8261,14.6745,0.2772,0.7242,9.909,12.244282,184.6006
9441,4.9518,2.684,0.794,1.4612,4.1546,15.4381,71.26461,329.14355
9442,3.1177,1.3099,11.078,0.5214,0.7136,7.6067,-0.9623053,36.885952
9443,2.9982,3.9206,2.0249,0.3524,1.0142,17.7897,15.279724,27.91728
9444,1.4869,2.7315,5.5817,1.0651,2.4476,3.3829,38.45277,288.34833
9445,3.4734,4.6886,13.425,1.7044,3.7276,3.2721,98.03162,854.3204
9446,1.7649,3.408,13.2633,1.9115,1.5675,15.4979,38.40992,368.31213
9447,1.7985,1.0339,10.8035,1.5707,0.5823,4.3218,-3.7152238,10.092347
9448,4.0676,2.7568,17.853,1.343,2.6319,17.7686,62.41156,572.0009
9449,4.3968,3.3105,17.4049,1.0978,4.0825,12.3976,107.46247,929.6224
9450,1.3786,0.2659,19.9864,1.5966,4.8047,9.3916,141.38835,1225.5399
9451,3.525,0.415,6.9924,1.4526,0.9108,0.5003,9.089195,28.592676
9452,3.833,2.9094,5.4681,0.9402,1.6857,14.2325,14.635649,99.75368
9453,1.601,0.2054,17.1602,1.1119,4.395,5.3989,124.396255,1088.5814
9454,3.3913,3.8223,13.8111,0.635,2.8753,9.5542,62.55165,575.24664
9455,3.8389,0.9545,14.547,1.9015,4.5924,1.7785,135.06636,1137.1798
9456,4.1526,1.0942,0.8064,1.1631,1.1201,9.6402,14.342005,14.11907
9457,1.7358,3.0298,8.4967,0.4908,0.388,4.4098,11.64406,105.16757
9458,3.7711,4.6618,13.0391,1.5566,3.9985,11.3499,103.573166,855.1773
9459,0.8373,4.0368,19.1582,1.8418,3.3473,13.8005,87.51962,785.31793
9460,2.7188,4.5946,0.7775,1.1124,3.3265,10.0704,52.411865,253.08461
9461,0.8997,2.7339,13.2618,0.7801,3.665,8.4229,91.520096,788.80426
9462,1.5124,3.1112,0.7505,1.3959,3.8292,8.4074,75.76605,434.57507
9463,2.8775,3.6693,17.1137,0.9522,2.7018,1.3526,55.586655,578.94965
9464,3.2798,0.6157,3.828,1.1505,2.5488,9.5381,43.7847,294.90005
9465,4.2084,4.3644,3.3803,0.9286,1.1081,1.2481,13.69029,21.0554
9466,0.6418,1.2516,7.3938,1.5958,3.1717,3.5715,76.888374,599.31464
9467,3.0526,2.0085,13.7039,1.2439,3.2523,6.483,82.69197,737.35724
9468,4.6078,1.0652,15.8322,1.2738,1.2608,6.0959,16.094858,241.78737
9469,3.1722,2.0876,15.5542,1.2854,2.4944,17.6558,56.610424,509.32886
9470,1.1328,4.3147,3.9,1.4976,0.8999,16.02,14.18256,58.165134
9471,4.8308,0.3503,3.5629,0.1871,4.4644,9.9739,96.85368,648.4942
9472,2.0458,1.1292,13.0376,0.4262,1.3219,1.4089,-1.4776065,52.405064
9473,2.6824,3.3506,5.8834,0.3855,3.8062,11.0725,77.73058,557.07495
9474,4.1317,3.2671,7.2615,0.4421,3.311,15.93,55.655197,395.7543
9475,1.1188,1.7907,0.7989,1.4929,3.371,1.429,66.34515,372.4749
9476,0.9317,2.6482,17.1729,1.5186,2.0424,19.7215,54.511017,500.3487
9477,1.8434,4.6018,17.6047,1.0012,1.5294,18.1652,44.92239,455.19476
9478,3.6748,4.5946,10.3643,0.5949,1.7852,1.5904,12.31529,148.28622
9479,1.8532,0.9112,14.5558,1.5047,2.23,14.8457,51.44617,483.94623
9480,1.9544,3.8069,4.0805,1.822,3.6954,1.9264,82.7659,569.7775
9481,2.4028,4.6012,15.5449,0.6652,4.1358,5.8733,105.6514,927.5396
9482,3.5108,2.1418,1.1051,0.4017,2.1272,13.2746,11.925976,-29.519266
9483,1.7711,4.8469,3.5926,1.4331,1.6655,15.6323,9.859701,11.797614
9484,2.6823,1.5583,18.1095,0.3928,2.6746,4.4436,55.240788,578.65375
9485,0.5697,0.1836,11.6392,1.954,2.8934,8.5927,76.96771,666.925
9486,1.9494,4.9223,0.702,1.1334,2.6966,5.0651,37.50416,170.55058
9487,0.6031,2.248,3.8814,1.7267,2.0507,9.0282,31.411251,213.19337
9488,1.6905,2.2725,8.7858,0.7755,4.5953,17.3558,102.10057,738.6086
9489,2.328,0.9431,5.475,0.8755,4.062,11.26,93.43753,661.0606
9490,1.5287,1.4144,19.8874,0.3614,0.106,1.2485,-2.7753785,68.944756
9491,2.4711,3.3301,12.5031,1.3471,1.8988,9.2927,35.89215,366.12152
9492,2.5086,1.0146,2.4104,1.7257,1.8025,12.7595,14.065046,28.197418
9493,1.1152,1.315,13.3129,1.8981,3.8102,12.4006,103.40088,856.68414
9494,2.3208,0.3052,6.9966,0.6341,0.1697,2.9281,63.135773,407.1084
9495,2.3928,3.6409,4.9274,1.7435,4.9984,10.7583,123.15167,844.0738
9496,1.2411,0.1141,4.3482,1.6843,2.2271,8.965,40.65281,291.52515
9497,3.7256,3.6186,19.8432,1.9952,0.55,2.925,0.69568276,142.45888
9498,1.4778,1.6936,18.1483,1.6157,4.3772,5.8938,126.09038,1110.2878
9499,3.4032,3.3096,18.533,1.0223,2.5827,1.1663,51.687347,561.34247
9500,4.1085,0.3371,2.313,0.9513,2.63,10.0329,39.44839,222.91182
9501,4.754,0.4229,18.5677,0.8493,0.7991,3.2797,-0.52465403,113.64801
9502,2.7935,2.8555,5.8176,0.8143,4.9508,17.9329,101.72917,665.85004
9503,0.9522,4.0952,12.0637,1.8616,2.4907,14.2516,54.4264,471.20856
9504,1.9454,4.0876,10.4367,1.9633,2.0444,6.3807,42.42763,403.68823
9505,1.9341,1.1945,2.533,0.9281,2.493,14.8754,25.74807,84.93094
9506,1.6052,3.5722,1.1285,1.9561,1.653,7.7837,14.866585,22.742903
9507,3.8908,1.6591,13.5253,1.5356,1.5401,16.6608,39.440308,376.85217
9508,2.3172,0.7797,14.8129,1.7054,2.957,0.9652,73.08165,684.5032
9509,1.9396,2.8104,17.5324,1.3513,3.0496,13.8764,75.11104,685.0446
9510,1.018,2.4004,9.3047,1.1493,1.3172,6.0698,6.8817906,105.55245
9511,4.1282,2.6822,7.2768,1.3124,1.9466,6.0298,28.169384,254.35847
9512,3.4507,0.5897,18.2971,1.7357,1.5775,16.4931,47.830406,490.63904
9513,3.0078,3.9923,17.9164,0.7689,3.5354,4.3469,88.20624,831.7768
9514,3.3319,1.6862,10.02,0.6463,2.9592,18.2245,53.60543,410.8199
9515,1.9211,3.6905,5.4922,1.6549,0.6906,12.3919,12.35018,90.71648
9516,3.022,4.1856,13.0237,0.374,4.8947,5.5038,126.054756,1035.842
9517,2.1166,4.1527,3.9411,1.8663,1.3465,12.6401,7.8269696,30.21152
9518,2.7328,0.7106,4.0313,1.5116,3.2278,16.0471,55.564857,320.52594
9519,2.7694,3.8841,11.3145,0.8538,3.0126,7.074,67.16794,590.9156
9520,1.1403,0.4389,16.1436,0.322,2.9478,17.945,64.321014,577.82056
9521,4.9627,3.7405,8.8299,0.8532,3.7586,10.7898,86.32633,673.545
9522,4.2778,0.6384,11.1334,0.1293,2.9604,12.1375,58.870216,512.04474
9523,3.5958,0.2176,14.3116,0.118,2.1271,9.5708,35.099934,376.78455
9524,1.0356,4.7521,17.2759,0.6633,1.7101,12.492,36.043587,412.7647
9525,1.4841,3.1282,18.658,0.9795,3.7335,10.6265,97.93497,884.4109
9526,0.5397,0.954,4.7867,1.6447,3.4815,16.0537,67.244,428.04987
9527,2.4949,1.3194,11.8181,1.5678,2.9111,3.7059,71.52081,638.2936
9528,4.4837,2.5425,8.2987,0.1223,2.6909,17.6123,38.52733,280.5204
9529,1.588,0.7762,6.766,0.3358,2.4352,17.7793,31.812836,214.65419
9530,1.6246,1.1091,5.5674,1.2743,0.4614,11.2167,17.479147,126.04556
9531,2.7035,1.9985,17.9645,0.3887,4.1481,3.7543,107.88004,980.5693
9532,2.5056,0.2051,10.0461,1.6829,4.8814,16.8989,124.71406,920.4423
9533,2.1588,2.6935,12.1694,0.2221,2.5337,9.7634,46.66987,443.11566
9534,2.991,3.9136,2.3449,1.6392,4.5747,19.4441,76.74696,357.42938
9535,0.8149,3.5228,17.7642,0.5081,2.9805,11.1294,68.433464,652.465
9536,0.5899,4.4091,18.1072,1.3868,0.6517,10.8358,23.194778,317.18427
9537,0.9603,1.7932,3.8023,0.1142,3.1931,16.229,40.902332,208.94241
9538,3.6558,3.1353,1.5098,1.4977,4.4566,3.903,99.87736,630.9268
9539,2.3334,1.1095,5.3386,0.9347,2.9961,0.9448,56.487587,397.19272
9540,2.3651,0.2205,17.5769,0.7796,3.9201,18.1968,93.54579,797.43365
9541,2.6318,3.1348,7.9289,0.7571,4.7812,2.1117,118.50891,893.1868
9542,4.816,0.3782,10.0836,0.3468,4.4353,4.572,112.89409,896.5152
9543,1.6815,1.1624,3.5524,0.4288,3.7352,6.5621,77.33566,528.9984
9544,2.0783,4.9654,19.3881,1.0235,0.577,14.259,37.325108,428.50922
9545,1.6167,1.3674,15.5104,0.4304,2.2699,10.815,44.700478,459.57886
9546,3.6471,0.5233,6.1848,0.8694,2.8536,19.8698,40.774483,220.2264
9547,3.1443,0.9627,7.929,0.5867,2.3796,1.5371,32.009026,262.11987
9548,1.5196,1.3256,2.6668,0.205,0.2263,6.4281,86.64154,519.0832
9549,1.4623,2.086,18.1064,1.4328,0.5963,19.5264,70.00642,630.87103
9550,0.9279,1.4863,3.1516,0.4791,0.8663,12.8337,13.277998,52.176163
9551,4.3769,1.0991,13.0038,1.5471,3.6583,17.533,85.586685,683.7132
9552,1.0708,4.4354,3.3575,1.2741,1.1983,11.6244,2.943446,-7.9494925
9553,1.5033,1.639,15.0766,0.1052,1.0811,18.3646,46.431183,433.90967
9554,2.1397,1.7373,16.5087,0.2372,4.9899,7.5941,134.12828,1139.4624
9555,4.5927,4.54,1.4898,1.9381,2.9989,9.3711,51.68918,276.948
9556,1.1924,2.1264,1.1264,0.7802,3.7839,10.7647,68.25463,376.8449
9557,3.6604,2.4816,19.2905,1.78,1.8137,9.6817,44.23622,484.636
9558,2.6371,3.7467,10.7704,0.75,4.9522,11.5798,125.77919,976.6451
9559,2.0911,2.4821,12.8126,1.8541,4.3329,19.9279,102.412964,777.81903
9560,3.0088,3.22,11.2088,0.2894,0.1966,16.6984,56.121704,458.64435
9561,3.2967,3.322,17.0872,0.8021,2.1194,10.0434,43.380882,460.0557
9562,0.5738,4.4113,10.7315,1.0617,1.5214,9.775,20.397038,233.05544
9563,4.0912,4.1681,1.7411,0.715,0.9241,8.8674,14.731033,46.02372
9564,0.8927,0.3354,3.6765,0.3228,0.1658,13.9817,39.422165,257.37836
9565,4.4068,3.1305,16.0466,1.0278,0.2675,13.4222,40.41854,398.66003
9566,3.4478,3.3179,14.9025,0.6925,2.8804,4.4264,62.507095,605.0983
9567,4.6985,0.9088,15.3877,0.8624,3.5029,8.4935,89.53487,799.7739
9568,0.5703,1.5821,3.516,0.7076,2.5072,13.5306,29.836113,155.96422
9569,2.8274,2.3966,17.9598,0.1712,2.0788,4.396,31.63826,387.74915
9570,4.2576,2.5368,17.2918,0.5123,4.2709,19.1463,98.4802,817.35406
9571,3.1144,4.3373,7.5626,0.166,1.7824,16.2878,19.722689,159.23103
9572,3.5165,3.557,9.7901,1.7708,3.3453,17.2339,69.70473,524.3231
9573,3.2255,2.2934,7.5694,1.3183,2.9335,10.4749,64.098564,505.61734
9574,4.1889,1.8992,7.6141,0.3595,3.5053,15.4027,65.56088,478.78668
9575,2.6107,2.5008,14.915,0.5085,0.7378,2.5471,-6.652409,28.791136
9576,0.872,0.6298,9.3689,0.8314,0.4458,4.2943,6.848188,74.60034
9577,2.3336,2.9888,12.0271,0.7811,0.9846,11.5452,17.467424,215.51202
9578,3.4951,1.2066,17.4837,0.8066,2.3427,17.7502,55.5274,530.1712
9579,3.0491,3.4946,8.0577,1.9052,3.2749,8.962,80.96007,637.2166
9580,0.8416,4.037,8.3788,1.2529,4.1206,11.7826,99.46902,752.6932
9581,2.0786,4.8422,8.6834,0.3939,2.9457,8.5354,55.766888,464.34668
9582,1.2545,1.6434,12.3477,0.4851,2.1304,17.0769,41.59076,375.2931
9583,1.9136,0.5057,2.9471,0.1574,1.7746,19.1868,14.219839,9.733781
9584,4.2568,2.5296,2.6747,1.9211,0.129,15.6568,33.425102,190.71935
9585,4.9967,3.177,11.7159,1.9527,1.4522,13.4084,31.762524,316.41406
9586,0.8417,1.9955,19.573,1.2157,1.1876,10.6604,30.308212,393.5197
9587,4.7183,3.6078,1.1331,1.0194,1.0183,13.3052,12.123436,-9.58124
9588,0.654,3.0942,16.1093,1.3571,3.1167,10.5083,79.12196,719.7942
9589,3.0751,0.5424,15.0934,1.6944,0.5356,18.8409,71.49779,605.89935
9590,0.7388,3.7299,1.5961,1.8074,4.0886,14.0062,76.88283,414.47498
9591,2.9182,0.5397,18.3672,1.6235,1.8299,11.7168,45.554493,489.70685
9592,3.618,4.2343,3.6792,0.3756,3.1847,12.5681,46.629387,273.98236
9593,2.674,1.8391,4.9767,1.754,2.8972,11.3062,60.929535,429.26648
9594,3.2287,0.3508,10.1587,1.8107,3.2443,8.4815,85.57018,707.93256
9595,3.6747,0.8061,3.6896,0.591,4.9547,6.8179,118.48685,809.5894
9596,1.6202,0.9604,8.1155,0.6175,4.4082,12.7345,105.883804,791.67596
9597,3.405,4.9448,11.085,1.5708,4.3128,9.3332,112.37857,898.392
9598,2.7732,0.1268,5.5423,0.7673,2.3359,9.1918,35.99972,276.36865
9599,4.3241,2.032,4.3968,0.8777,3.6179,14.1902,66.918526,427.72235
9600,3.4525,0.6618,4.3015,0.401,2.4278,1.9907,27.643112,157.53362
9601,4.5685,3.6245,16.0058,0.623,4.7459,9.4379,126.12333,1063.5286
9602,1.9749,0.7741,5.2254,0.3256,4.2307,2.9247,96.16,684.0556
9603,4.2871,4.7961,7.7045,1.3898,4.7334,6.6463,119.95946,899.476
9604,3.0126,1.419,17.4265,0.164,2.3387,1.8549,36.755825,426.75897
9605,3.8474,0.352,3.915,0.7805,4.8058,3.3445,117.01696,801.2722
9606,1.8285,0.527,8.5332,0.424,4.2883,15.4841,96.889694,719.14667
9607,4.0684,1.2056,0.5344,0.4483,0.4533,19.7063,39.41131,165.8368
9608,1.8286,1.0051,15.4402,1.7,3.4029,15.5146,85.189255,729.1859
9609,3.8358,1.4634,1.9206,1.5899,2.113,2.1954,24.248646,86.35626
9610,2.2646,4.4089,12.0358,1.3014,3.5296,5.5374,88.60095,759.7798
9611,2.1833,0.9865,4.6925,0.5475,1.1358,16.435,18.65712,95.85324
9612,1.9064,1.2352,10.1489,1.491,4.3686,4.2561,119.91155,951.3449
9613,2.5422,2.0395,18.7815,0.123,0.6843,1.0607,-8.7649555,41.488297
9614,4.6282,1.4542,13.1292,1.3266,3.8026,8.2029,101.24272,857.99445
9615,2.0559,4.2177,17.8875,1.7767,3.3544,4.1395,89.57219,844.84076
9616,2.4666,2.4637,7.8116,0.8673,2.3806,8.1747,41.949287,359.81033
9617,4.9764,0.3121,6.6298,1.0101,1.2189,13.2559,15.419041,129.21588
9618,2.8563,3.0606,14.0949,1.1043,2.3642,7.4781,49.4822,489.50934
9619,1.9175,0.4179,1.4041,1.8946,3.9334,3.7451,94.50137,596.0994
9620,2.5939,3.1382,7.1564,1.0846,2.7138,3.6018,50.975998,410.44904
9621,3.7323,4.0733,6.4633,1.8305,3.5535,7.8202,85.43912,640.72235
9622,4.1299,4.0843,14.6282,0.5376,4.2566,4.9647,108.390976,936.6252
9623,4.5119,2.473,15.2604,0.9065,4.2833,10.2004,113.53987,962.9587
9624,3.8051,3.8895,13.7687,1.2756,2.5164,12.9517,54.932,504.60938
9625,2.2483,4.1615,13.0203,1.7196,1.6148,13.2366,34.72359,352.73935
9626,3.4362,2.3802,3.972,0.2639,1.1237,11.7488,4.4568863,2.765952
9627,2.1958,1.5644,1.835,0.9851,3.8752,8.1545,80.62184,505.0321
9628,0.8809,4.3443,10.3291,0.285,3.7817,7.3667,86.05559,709.63025
9629,1.0965,0.1898,11.0822,0.921,3.3396,16.4103,72.207886,577.33276
9630,3.4823,2.5322,19.311,0.6193,0.9102,15.5797,41.299522,453.05338
9631,3.9767,4.6784,3.2673,0.2996,1.1717,10.1313,3.0349996,-12.541179
9632,4.7085,4.3061,6.9591,1.8514,4.7151,11.525,118.566666,854.73895
9633,1.4813,1.0719,1.6384,0.8575,1.0789,2.6756,32.46395,91.236725
9634,3.3482,0.8158,11.6878,0.4967,2.2555,15.4922,41.49787,378.68503
9635,1.8189,1.0751,13.1113,0.2473,3.854,19.9614,79.56662,625.94904
9636,4.6743,2.9335,16.828,1.9246,1.1124,6.4908,18.164295,268.5541
9637,4.8258,4.2243,13.4287,0.4386,1.8876,6.1019,24.859882,291.24573
9638,0.7293,1.4539,6.0557,0.2536,3.5843,0.6474,71.01398,516.21375
9639,2.3911,0.8755,6.0031,0.865,0.8608,4.9141,3.7474315,14.60355
9640,2.7677,0.9294,2.0598,1.9079,4.2594,16.7968,82.63215,434.49396
9641,3.4703,2.5957,9.1017,0.3408,4.9782,7.4042,125.07741,959.23456
9642,3.2554,2.9795,1.1862,1.9003,1.1319,10.3409,7.8364196,-25.192076
9643,4.0644,0.2824,6.7199,0.8012,1.3407,5.1431,0.9246051,2.3273478
9644,2.7101,4.1295,17.4826,0.2012,4.427,16.9207,103.79263,874.7419
9645,2.1342,1.9545,16.2467,0.6968,4.5583,4.3482,123.84387,1074.5294
9646,2.4375,2.8802,5.4959,0.9186,4.0953,11.9445,90.54937,634.3287
9647,0.8473,2.3703,19.3237,0.9213,2.0639,4.5452,38.656223,456.75137
9648,4.5457,0.9925,13.548,1.7085,0.8376,3.3242,-1.7298708,61.98454
9649,4.6559,1.5169,3.3317,1.7873,1.1367,2.8252,9.486185,-4.3365555
9650,0.7178,1.17,2.287,1.9041,0.7784,16.7047,19.872927,67.13377
9651,0.9918,0.369,3.5169,0.7195,2.1588,2.5925,20.638111,92.794815
9652,3.6059,2.3142,18.6971,1.1344,3.191,6.7748,81.28486,778.9406
9653,1.1844,0.1342,11.4913,0.7448,0.226,10.2019,21.036999,194.69835
9654,4.9931,4.6973,17.155,1.5899,1.889,4.5608,35.730225,414.2318
9655,3.7414,1.2272,6.9702,0.187,1.3094,1.7227,0.55508965,-22.41661
9656,1.4634,4.2741,14.7894,0.6501,2.885,4.8652,61.792374,599.29095
9657,3.0489,1.1634,18.7197,1.2356,2.756,7.4012,68.11729,676.7148
9658,4.5031,2.6205,1.9149,0.9674,1.9877,6.5222,17.375198,57.769917
9659,3.8781,2.2909,10.3514,0.566,2.0569,13.2064,32.948334,310.69366
9660,2.4831,0.3378,6.2229,1.7004,0.1054,14.959,43.90548,316.72974
9661,1.2205,4.1934,4.1314,1.3858,0.2333,10.9435,25.01818,170.58545
9662,1.2386,0.1485,9.0961,0.8093,0.7773,8.4508,0.68676144,29.836771
9663,4.1627,4.7215,14.6026,1.4578,2.3931,9.409,53.394836,514.03357
9664,2.1886,3.2093,5.8055,0.392,2.274,15.0674,23.625721,150.59482
9665,2.8631,0.7129,6.0309,1.424,1.1745,18.6407,32.249306,195.26012
9666,1.8781,4.7288,2.1804,0.5733,4.8864,11.1077,97.50896,595.116
9667,1.038,1.8574,2.797,1.127,4.7993,19.9572,84.72479,429.50238
9668,3.0649,4.0782,15.5918,0.9577,2.4804,1.8374,47.345238,499.11832
9669,1.48,2.8137,0.9487,0.6541,0.1125,6.6952,109.91371,600.10944
9670,2.0207,3.997,17.8068,0.8198,4.557,3.503,122.366806,1087.8446
9671,2.8786,4.7243,8.8376,1.4788,2.2981,14.0175,39.822243,325.17953
9672,2.6215,1.7682,10.5805,1.544,0.298,9.0829,11.945229,126.97908
9673,4.3806,3.7543,3.5515,0.1885,3.1208,17.613,33.455593,125.59225
9674,1.045,2.4661,9.1814,1.2495,1.5804,11.1031,22.953741,234.13316
9675,2.6758,4.1381,9.9308,1.4838,3.677,1.2083,89.23657,729.1193
9676,2.4777,4.9343,8.0701,1.6582,4.797,14.561,115.47376,832.95654
9677,3.7836,0.4079,6.0578,1.71,4.706,9.1974,124.72667,895.8279
9678,1.6209,1.437,15.6011,0.7615,1.2487,2.0727,3.368806,123.974686
9679,3.0316,1.9101,2.7477,0.9659,0.1569,2.049,132.26808,692.3348
9680,2.9956,0.322,12.7094,1.0002,3.3778,10.0819,84.63179,728.0731
9681,4.8803,2.9853,6.7855,0.1698,2.629,19.207,31.160044,180.06035
9682,2.6563,3.5208,1.799,0.3703,3.1096,15.6124,34.216537,106.45935
9683,2.2987,4.2095,17.1367,1.2562,0.4175,9.44,16.964275,243.41124
9684,1.8963,3.2649,7.14,1.6471,2.9623,16.2145,53.672462,378.29388
9685,1.2322,0.3652,13.7579,1.6537,3.5061,8.8519,96.03679,828.7219
9686,0.975,0.9423,7.0432,0.1377,1.3565,7.5547,-0.7654824,12.826663
9687,4.3028,3.8537,11.2609,0.9338,2.0986,19.8632,40.58211,330.3714
9688,3.1627,2.8044,2.7039,1.7572,1.1316,1.8576,14.966589,10.363685
9689,1.1164,3.2063,17.589,1.5522,4.2621,7.4011,119.501976,1048.3257
9690,3.3058,3.6176,4.0494,1.6331,4.917,11.3713,115.80449,769.3946
9691,0.7138,0.3947,13.0546,0.5356,0.4781,16.4664,54.73031,468.0962
9692,3.5479,2.0696,1.005,0.4934,1.4768,14.575,7.4958253,-49.246136
9693,0.672,3.8004,4.3388,1.6755,3.4189,19.0402,50.697006,239.59312
9694,2.0556,3.1206,12.3447,0.9068,2.6492,18.5476,51.462715,426.3258
9695,1.0927,4.8693,18.6702,1.8726,1.8187,12.1417,45.107246,480.08722
9696,1.4567,0.2563,8.2794,0.822,4.8617,3.1407,128.47667,972.3746
9697,3.6677,1.6445,16.524,0.7419,2.3158,8.89,48.113037,497.4602
9698,2.6884,1.9059,10.9329,0.4612,3.516,15.3259,74.20377,596.83673
9699,1.8119,2.4204,13.6565,1.744,1.5029,19.171,44.88997,403.8556
9700,3.7912,3.5721,4.9225,0.9457,0.6143,8.5413,10.440414,71.50786
9701,4.1942,0.6406,6.4689,0.5943,1.0456,17.8536,31.913198,205.66173
9702,4.3153,0.4818,6.4772,1.6328,1.1062,3.7779,1.2993044,-10.279461
9703,2.9219,1.7037,11.9816,0.9278,1.0429,5.8408,2.7318263,95.63071
9704,1.1592,0.1599,12.3967,1.1513,4.0238,1.7284,108.44226,908.6862
9705,2.582,2.8684,17.424,0.4831,2.9973,14.3338,67.82616,632.7789
9706,3.1018,0.2643,2.069,0.9287,1.7136,2.6254,10.927481,-21.254288
9707,1.6352,4.2116,7.8682,0.6538,2.1653,10.2795,30.88032,269.27875
9708,2.8092,4.5079,14.3539,0.973,1.951,11.1526,37.341667,389.83466
9709,4.874,0.9375,1.0046,0.4705,2.4228,14.546,17.773834,-5.588772
9710,0.558,0.5332,5.7134,1.1769,1.371,17.3109,24.69519,145.37453
9711,3.9469,4.1616,8.6403,1.8906,2.3382,19.2926,39.39148,266.60254
9712,4.5087,4.8062,11.0686,0.6608,0.5278,9.7806,7.995573,112.72769
9713,3.6293,4.4256,18.3971,1.8135,2.6842,12.3735,67.2243,634.9261
9714,2.0087,4.3511,2.9854,0.9069,4.0958,3.4917,85.51497,563.11835
9715,2.8091,1.311,4.7974,1.124,2.7352,19.3722,34.664825,146.77048
9716,1.7183,0.8579,5.8093,0.4998,1.0215,11.5343,6.3581986,43.926243
9717,4.2249,4.528,2.6969,1.3644,4.3817,12.4475,87.544556,531.13837
9718,0.6226,2.2881,3.441,1.7124,4.5432,15.5139,96.2417,591.6827
9719,4.9459,4.1912,1.8583,1.9034,4.3905,1.0508,98.60759,621.52094
9720,1.3596,1.3642,0.9935,0.6859,2.1081,15.2075,12.004751,-36.413826
9721,4.6218,0.6782,15.2622,1.5535,0.2863,15.4708,57.42443,508.911
9722,3.6881,1.0435,11.8336,1.7434,3.4455,13.4018,87.21079,717.3717
9723,3.5901,3.4202,3.726,0.6242,1.1859,9.0809,1.1634102,-16.099794
9724,4.1242,0.7491,19.634,1.8187,2.4483,5.8846,62.13343,643.1081
9725,1.5024,1.5993,6.2597,0.4653,2.0343,10.8975,22.044819,178.38997
