ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm),S1,S2
9086,1.77,0.73,5.33,0.63,2.35,5.82,15.670138,77.486725
9087,1.01,3.78,8.35,1.4,1.05,4.62,11.995007,87.413025
9088,2.51,2.21,7.93,0.38,0.15,4.55,13.255692,92.81384
9089,4.83,0.93,5.19,0.1,3.39,4.42,16.16986,74.28719
9090,1.12,0.77,6.28,0.21,0.61,8.38,14.981012,99.524185
9091,1.73,2.68,6.91,0.94,3.62,5.87,13.498929,90.26895
9092,3.54,4.85,5.06,0.39,2.78,1.01,15.137678,86.65228
9093,2.5,2.13,0.7,1.94,1.03,7.63,17.862192,74.32205
9094,2.25,4.32,2.99,1.51,1.43,8.25,17.919676,102.6736
9095,2.68,1.9,3.97,1.04,0.11,5.97,16.986147,84.755516
9096,4.05,0.53,5.62,0.12,3.67,2.57,16.33879,71.83061
9097,4.83,2.7,8.12,1.51,4.97,2.81,9.826639,71.55275
9098,3.87,0.78,5.62,1.82,3.41,7.77,15.273846,86.29396
9099,4.96,0.59,2.35,1.27,4.0,0.75,20.865732,80.42883
9100,2.83,2.53,5.91,1.12,3.64,9.25,14.473584,100.08148
9101,2.3,1.73,7.38,1.31,4.31,4.47,12.597229,77.90672
9102,4.68,2.75,2.69,1.5,2.4,4.55,17.66194,73.27552
9103,3.36,3.07,9.97,0.69,0.19,5.99,11.447298,97.41081
9104,2.48,1.13,7.67,1.33,1.01,2.18,13.158556,78.09218
9105,4.9,2.91,1.65,0.93,3.71,7.53,17.691355,77.56514
9106,1.78,3.31,7.88,1.95,1.51,2.1,13.230852,85.150635
9107,0.64,1.48,8.42,0.96,4.99,6.61,11.6597,91.47752
9108,3.05,1.28,3.3,0.75,0.54,3.55,17.022928,68.20998
9109,1.43,0.32,8.15,1.81,2.55,8.35,14.1567,108.188
9110,1.82,2.51,2.3,0.98,3.03,7.85,17.232832,76.78387
9111,1.21,0.86,3.81,0.21,2.33,7.92,16.62441,79.11772
9112,2.12,2.86,2.65,0.9,3.86,6.98,17.271156,77.55876
9113,3.84,3.0,1.07,1.94,4.55,6.65,18.266945,78.5411
9114,1.92,2.83,6.64,0.42,0.72,8.6,15.583097,114.32141
9115,4.61,3.49,2.67,0.88,2.74,2.83,17.167063,69.459015
9116,2.55,1.36,0.54,1.7,4.21,6.48,20.97457,86.470535
9117,2.73,3.48,1.26,0.31,1.45,8.55,18.26143,87.71521
9118,0.54,0.66,8.5,1.94,0.87,8.94,15.557134,125.04059
9119,2.03,1.41,6.52,0.17,4.28,2.06,14.067904,66.555756
9120,0.56,1.32,8.82,0.67,4.37,1.11,9.543606,61.812828
9121,3.29,3.7,3.66,1.42,1.96,7.41,18.688248,99.24065
9122,4.23,2.17,1.53,1.76,0.78,0.51,17.163483,60.53267
9123,4.47,0.77,1.79,0.55,3.24,7.28,19.694641,84.524
9124,0.74,3.46,6.16,0.62,0.73,7.43,15.354675,104.52812
9125,1.32,4.28,3.45,0.63,2.83,5.2,17.365793,85.141266
9126,3.71,0.94,5.82,1.5,3.56,6.89,15.085233,83.166046
9127,3.98,2.27,2.48,1.29,0.73,3.97,17.514902,70.30621
9128,0.91,1.25,9.08,1.57,3.47,5.46,12.096585,95.055954
9129,4.08,2.32,8.95,0.61,1.49,4.62,11.744785,89.45244
9130,2.95,1.39,4.6,1.46,0.7,6.2,16.480291,85.8129
9131,4.31,3.94,5.6,1.9,1.25,5.38,15.89715,91.770645
9132,3.68,4.25,5.99,1.27,1.29,1.33,17.60263,102.47276
9133,4.83,1.69,2.64,1.97,4.41,5.83,18.834272,83.79782
9134,3.31,2.28,2.02,1.09,1.33,2.41,17.497288,64.37745
9135,3.37,4.73,9.17,1.42,4.41,6.5,7.020316,86.77925
9136,3.05,1.15,4.8,0.3,0.57,7.56,16.073566,89.15168
9137,1.02,2.63,8.57,1.15,3.98,4.76,10.396778,86.41504
9138,2.97,4.02,1.54,0.92,4.29,8.89,18.366053,90.10831
9139,3.55,3.85,1.81,0.42,2.14,9.31,18.597494,97.12503
9140,3.4,2.46,4.83,0.5,3.59,9.27,15.418379,91.42734
9141,0.55,3.6,3.85,1.07,2.66,1.87,16.221727,68.72483
9142,0.71,4.79,1.16,1.61,0.46,4.54,17.703478,95.181076
9143,1.55,0.6,0.75,0.95,0.66,4.14,19.361887,71.21931
9144,1.77,3.22,3.16,1.86,4.87,3.22,17.529497,77.49495
9145,2.08,1.06,5.48,1.86,2.77,5.25,15.620159,78.4553
9146,0.51,2.01,7.93,1.71,3.08,9.89,15.188711,124.6012
9147,3.04,0.69,6.66,1.6,3.44,5.3,14.269529,79.94896
9148,4.62,1.56,1.66,1.41,0.4,8.83,17.3751,80.56429
9149,3.37,1.29,3.93,0.18,3.4,9.79,16.24251,84.98812
9150,4.42,0.22,7.26,1.13,1.82,8.27,14.323133,99.198456
9151,1.62,3.72,2.3,1.8,4.35,8.14,17.133738,81.928375
9152,4.42,1.22,8.7,0.6,1.96,1.7,11.546072,72.363205
9153,4.05,3.33,9.74,1.03,2.93,6.01,9.955011,92.60344
9154,4.04,3.14,3.11,1.31,3.03,8.9,17.365206,90.020935
9155,2.2,3.6,5.79,0.83,4.62,3.55,12.704828,73.66565
9156,3.99,2.61,0.57,1.74,1.08,9.74,17.824232,83.37163
9157,4.04,3.98,6.14,0.35,0.21,7.77,14.036167,96.908005
9158,4.27,0.88,5.07,0.54,1.95,8.13,15.590897,87.046646
9159,4.91,4.76,3.35,1.05,4.07,0.71,16.416914,85.38646
9160,4.15,4.32,9.77,0.82,0.52,9.48,13.062317,119.12732
9161,3.61,4.9,2.68,1.14,3.07,7.24,17.340914,96.2366
9162,2.06,3.52,1.21,1.02,0.38,5.43,17.635805,78.70495
9163,2.13,3.0,7.62,1.01,0.38,0.59,15.60996,97.70685
9164,1.68,3.55,9.52,0.77,3.54,5.95,8.71239,89.87244
9165,2.49,2.46,2.74,1.73,1.47,9.11,17.205633,89.03587
9166,2.17,3.01,2.62,0.47,2.13,7.16,17.727964,80.72693
9167,4.5,3.64,8.07,1.2,0.49,2.65,14.414782,96.49776
9168,2.31,2.05,5.25,0.59,4.02,6.78,15.471873,81.08142
9169,1.18,1.02,7.01,1.49,0.57,4.51,14.130129,88.673584
9170,1.57,2.99,9.09,1.63,2.79,9.02,14.047667,125.23833
9171,2.75,3.64,4.47,1.22,1.05,5.67,17.432997,91.93266
9172,3.58,2.3,3.34,1.44,2.8,3.1,17.433432,69.40822
9173,2.6,1.06,4.33,1.05,0.19,9.5,16.049913,95.343094
9174,4.01,0.28,5.61,0.74,1.31,5.72,15.401283,80.54268
9175,0.53,0.3,5.32,1.85,4.38,5.98,16.004171,79.73024
9176,1.62,4.54,7.19,0.2,4.72,1.31,5.7515063,54.97606
9177,1.76,0.13,8.09,1.93,1.42,2.46,12.784969,77.22655
9178,1.69,1.79,2.76,1.53,1.6,7.06,17.141018,76.46036
9179,3.52,2.01,7.78,0.73,0.65,9.02,15.260488,119.95198
9180,4.96,1.77,4.5,1.64,4.4,2.99,17.377909,77.03421
9181,1.05,2.23,4.62,1.49,4.29,0.61,15.905335,64.46092
9182,0.7,1.83,1.37,0.44,4.65,9.8,18.734491,86.57446
9183,2.56,2.3,2.0,0.17,1.41,6.95,17.5129,73.95817
9184,4.26,3.53,9.58,1.25,1.37,0.73,10.304375,78.94852
9185,0.59,3.77,3.92,1.16,3.93,8.29,16.289272,92.33229
9186,2.97,2.15,2.37,1.61,3.69,4.09,18.635931,76.36653
9187,1.98,0.83,1.32,1.12,3.18,1.41,20.934225,77.24042
9188,0.85,2.55,6.04,1.08,0.45,5.45,15.776318,96.31123
9189,3.92,3.8,4.44,1.15,1.35,5.0,17.19751,88.11981
9190,4.0,0.48,7.03,1.28,2.17,1.09,13.754423,65.243706
9191,2.61,2.21,6.22,0.38,0.38,7.46,15.708147,104.65428
9192,2.86,2.33,5.74,1.72,2.88,0.95,15.484388,66.707695
9193,1.17,4.43,0.88,0.21,4.58,7.4,17.994558,84.98602
9194,3.7,4.04,4.24,0.22,0.29,2.37,18.764154,103.50459
9195,1.77,3.01,7.42,0.37,4.1,8.92,12.6833935,105.1865
9196,3.66,1.82,0.93,0.34,4.86,5.73,20.776106,87.277954
9197,0.59,1.41,0.51,1.79,3.01,7.77,19.441397,80.300865
9198,0.88,0.22,3.22,1.58,2.21,8.88,17.068384,81.4857
9199,4.51,4.01,5.93,0.55,3.91,2.37,11.487921,65.85675
9200,2.76,3.46,9.76,0.93,2.61,9.67,13.270626,125.17563
9201,3.18,3.65,4.31,1.65,2.35,2.6,16.800774,76.48751
9202,4.69,1.09,9.57,0.36,4.79,7.15,11.573314,96.72317
9203,3.47,0.64,2.9,1.57,0.55,4.69,17.381498,71.297195
9204,3.59,0.92,1.45,1.29,0.17,4.87,18.266062,70.56674
9205,2.34,1.96,1.62,1.45,4.75,1.47,20.473642,80.75369
9206,2.9,3.48,4.5,0.94,4.61,3.1,16.123772,75.97653
9207,1.09,0.56,7.95,1.0,3.8,0.76,11.77667,60.35413
9208,3.13,4.8,6.82,0.71,1.87,6.16,11.834755,81.64273
9209,4.7,4.77,3.55,0.12,4.38,0.62,15.367219,79.78369
9210,2.38,0.21,7.0,1.78,1.56,7.74,14.568596,98.84456
9211,1.56,1.04,1.19,1.12,1.91,2.93,19.458694,71.53907
9212,1.19,3.67,4.29,1.01,0.46,8.77,17.078238,109.07199
9213,4.37,3.44,7.05,1.67,3.51,6.33,13.570898,95.4962
9214,3.34,2.97,8.21,1.84,0.36,1.88,14.069256,95.22247
9215,1.66,4.57,9.18,0.33,4.82,1.7,3.8362918,59.780067
9216,4.62,4.48,4.79,1.68,1.84,5.3,16.29722,91.19873
9217,4.76,0.41,8.0,1.76,4.86,7.61,13.2738285,91.77324
9218,1.75,2.23,9.86,1.27,0.22,9.72,15.714282,138.9495
9219,3.71,3.99,9.46,1.39,1.87,3.07,8.756114,71.6284
9220,2.09,3.97,5.33,1.81,4.59,7.1,12.787888,86.52924
9221,4.52,2.85,1.81,1.95,2.47,9.83,17.504816,87.40613
9222,3.54,1.61,3.86,0.98,1.04,0.63,16.371609,61.957577
9223,0.97,3.42,5.14,0.54,0.51,7.9,16.565157,106.48924
9224,1.6,4.08,8.48,0.36,4.88,9.92,9.1768465,105.06364
9225,4.74,4.96,2.93,0.71,1.83,9.76,16.478365,103.86447
9226,4.05,2.01,6.28,1.6,0.59,3.29,15.027334,84.38178
9227,2.99,0.86,9.53,0.17,2.78,9.53,14.151548,121.1414
9228,1.07,4.3,7.84,0.37,2.67,6.17,9.988152,83.56406
9229,2.7,4.56,3.68,1.63,3.02,0.97,17.293272,89.32437
9230,2.94,3.44,4.94,0.89,4.1,6.1,16.204018,83.18182
9231,1.82,2.1,8.15,0.79,1.2,7.74,14.498455,114.004135
9232,2.16,4.25,1.09,1.55,4.11,6.87,18.57844,85.52345
9233,0.83,0.94,8.2,0.23,1.34,1.14,12.008518,70.36081
9234,1.0,2.43,8.22,1.08,1.58,8.31,14.83382,119.56629
9235,2.32,2.87,4.18,1.26,3.12,7.21,17.137205,87.438385
9236,2.8,1.47,1.65,1.86,4.93,4.75,20.610495,86.716095
9237,3.14,2.8,0.94,0.74,4.09,8.56,17.95642,78.86664
9238,1.03,4.57,6.74,0.76,3.2,4.11,9.254313,66.211685
9239,1.66,0.93,4.05,1.35,0.36,9.63,16.122652,93.14502
9240,2.12,2.99,7.28,1.93,3.88,3.88,12.507633,82.56654
9241,4.85,3.69,6.44,1.12,4.14,8.08,13.048872,96.91696
9242,0.75,4.39,2.42,1.11,4.87,1.46,15.36286,63.20665
9243,2.49,0.34,4.69,0.68,0.19,8.96,15.791525,91.413376
9244,4.91,3.67,8.93,1.07,2.7,2.18,8.323999,65.46556
9245,4.4,2.38,0.68,1.29,1.14,2.28,17.81154,64.38942
9246,2.05,0.71,7.44,1.8,2.4,7.51,14.180248,100.32602
9247,1.85,3.0,7.91,1.08,1.71,3.49,12.353443,83.030045
9248,0.63,4.87,4.39,0.85,4.03,2.45,12.722093,66.973526
9249,1.26,3.36,3.62,1.65,4.58,4.47,16.639668,75.92729
9250,4.21,4.32,3.52,1.57,1.07,2.57,18.202639,97.78932
9251,3.22,2.4,1.47,0.8,0.68,5.2,17.65115,70.09818
9252,2.67,1.65,0.85,1.83,0.79,1.35,18.466501,65.01976
9253,3.3,3.53,4.73,0.33,2.36,3.59,16.990662,79.16875
9254,1.87,3.4,8.28,1.83,1.3,2.22,12.77252,86.318954
9255,3.36,3.96,1.12,0.33,3.78,5.59,18.11711,77.51156
9256,3.72,4.88,7.76,1.23,0.99,0.6,14.328949,96.62024
9257,1.55,0.66,0.73,0.9,4.11,9.62,20.62932,90.82779
9258,4.43,3.62,4.61,1.32,3.44,8.55,16.828888,99.68756
9259,3.05,1.22,5.44,0.28,1.31,3.1,15.543667,71.79442
9260,2.38,1.21,1.3,1.05,5.0,6.69,20.981686,90.45717
9261,4.97,3.21,2.24,0.69,0.37,9.5,17.772276,96.907974
9262,3.33,1.95,3.04,0.79,4.26,8.18,17.423279,82.80196
9263,1.99,0.23,7.8,1.25,0.44,1.58,12.922756,74.85118
9264,1.8,2.4,1.9,1.75,4.01,1.47,18.913103,73.212
9265,4.01,1.22,7.5,1.85,4.26,0.73,12.891388,65.06418
9266,1.57,2.15,6.7,1.43,2.93,4.66,14.572774,85.892975
9267,2.61,0.86,5.79,1.72,3.36,8.51,14.963381,90.3065
9268,4.6,3.56,1.27,0.53,3.91,1.74,16.81729,62.95231
9269,3.88,4.86,2.27,0.67,4.11,2.74,17.16664,86.938416
9270,2.71,3.41,1.38,0.41,4.21,4.87,17.557383,72.51166
9271,4.09,2.04,7.44,0.77,3.31,7.11,13.554356,95.45662
9272,2.72,0.73,8.53,0.23,3.18,9.66,13.932381,112.639404
9273,0.84,3.58,6.05,0.37,2.23,7.08,15.551218,100.40332
9274,2.31,1.59,7.19,1.09,1.03,6.89,14.512161,102.70015
9275,3.09,2.01,8.05,1.98,3.44,7.07,13.451597,102.824265
9276,2.74,4.53,0.81,1.33,3.15,2.37,17.224741,79.00098
9277,3.83,3.65,8.83,0.43,1.37,3.43,11.12396,80.76082
9278,3.14,2.67,6.03,0.77,4.24,7.11,14.063564,86.76085
9279,1.14,4.46,7.64,1.65,4.49,1.4,5.592029,55.117855
9280,1.18,3.73,8.96,0.46,0.34,3.69,12.512396,92.57355
9281,0.58,2.81,2.84,1.1,0.46,6.13,17.52268,82.96332
9282,1.52,0.68,3.38,1.78,0.78,1.22,16.95511,62.88338
9283,3.92,4.34,3.55,0.98,3.79,8.45,18.606276,104.332245
9284,1.4,0.74,5.09,1.25,4.01,9.13,15.473845,86.71817
9285,1.24,3.01,9.96,1.75,3.57,8.42,12.398738,120.97361
9286,3.38,0.74,4.99,0.61,0.92,5.99,15.9579735,81.68375
9287,3.42,3.0,6.54,1.99,3.32,3.2,15.293403,82.90848
9288,4.49,2.84,8.1,0.97,0.35,2.79,13.776031,92.87913
9289,1.21,1.46,6.44,0.85,0.86,5.1,14.840654,88.994606
9290,1.12,4.44,3.86,0.45,1.27,5.71,16.754744,90.38034
9291,4.31,1.39,8.82,1.21,0.55,8.58,14.903448,121.63426
9292,3.16,0.89,2.82,1.61,1.15,6.45,17.28945,74.89981
9293,3.35,3.74,3.82,0.69,4.19,2.51,16.056812,68.05141
9294,3.27,4.82,9.77,0.43,2.53,8.82,9.537596,103.53476
9295,2.28,0.6,4.6,1.98,0.34,9.27,15.93777,95.106705
9296,3.75,0.79,9.06,0.15,3.47,2.59,10.801428,70.048615
9297,1.65,2.04,1.15,0.29,0.44,0.67,17.294952,60.078262
9298,3.6,0.16,9.47,1.8,0.57,3.33,12.095468,89.829926
9299,1.61,4.4,1.04,1.68,0.61,5.07,17.33413,87.720665
9300,4.52,2.23,1.45,1.94,2.42,3.49,18.506006,72.02185
9301,1.56,1.52,3.6,1.81,3.41,4.44,17.38272,73.36259
9302,2.35,1.04,1.35,1.5,2.55,3.6,19.87782,75.70869
9303,2.37,0.5,5.39,0.79,1.63,6.12,15.62163,80.874725
9304,3.6,1.76,1.35,1.9,0.77,3.7,18.104021,68.114815
9305,1.0,3.28,8.01,0.88,0.59,9.87,15.823322,130.48802
9306,3.81,3.85,2.31,1.61,4.51,9.05,18.04124,91.29891
9307,0.89,0.34,2.78,0.31,3.75,6.85,19.138906,83.100525
9308,4.55,2.05,0.82,0.43,3.64,5.26,19.755713,80.1353
9309,1.2,2.46,5.3,1.3,4.93,2.72,15.205649,72.250984
9310,2.26,2.43,8.11,0.13,4.21,9.04,12.616261,107.138084
9311,4.24,3.25,2.41,1.9,1.56,9.56,17.842216,96.88837
9312,2.14,1.13,7.38,1.71,2.88,9.96,14.814463,114.208244
9313,2.99,4.9,2.45,0.8,2.4,3.03,17.957378,96.71766
9314,2.49,2.75,7.69,1.17,0.62,8.13,14.929768,115.707535
9315,3.63,4.33,9.32,1.66,4.92,5.19,6.5540056,81.51851
9316,4.19,2.02,3.69,1.29,0.46,9.5,16.57206,96.68863
9317,2.47,0.2,6.82,1.62,1.29,3.44,14.2698145,77.877525
9318,4.15,1.46,8.08,1.5,4.9,3.79,11.7568,75.50461
9319,2.38,1.68,2.37,1.79,2.3,9.28,17.069632,80.98097
9320,4.22,3.09,1.25,1.81,4.39,3.11,18.314726,73.804726
9321,0.56,1.14,6.44,0.46,4.89,1.4,14.274335,67.634895
9322,3.59,1.88,9.89,1.61,1.57,7.7,13.8623905,119.865715
9323,4.27,1.6,6.97,0.43,3.19,6.91,13.954841,89.81781
9324,1.19,0.23,4.96,0.53,0.25,2.04,15.632004,65.64673
9325,4.22,4.15,5.3,1.88,1.44,3.32,17.584204,97.78856
9326,4.86,2.71,9.18,0.42,4.1,9.18,12.387716,112.83009
9327,1.66,2.77,4.03,0.7,0.46,7.77,17.293663,97.81476
9328,3.22,0.75,3.92,0.39,2.37,3.6,17.375177,70.800766
9329,4.62,2.06,7.75,1.93,4.31,5.91,12.708685,89.17883
9330,1.64,1.52,7.12,0.58,2.67,6.5,13.903597,92.44472
9331,0.61,2.73,8.18,1.22,3.7,2.44,9.994125,71.173386
9332,3.43,3.27,3.51,1.61,0.9,1.34,17.215435,78.92424
9333,3.23,0.99,4.95,1.93,3.1,2.37,16.456043,69.52381
9334,4.07,3.45,3.16,0.46,1.1,4.55,17.6978,81.24657
9335,3.21,2.48,7.54,1.61,0.39,4.33,13.574089,92.439705
9336,4.64,1.82,2.73,1.17,4.4,4.27,19.121626,82.06479
9337,3.8,4.98,8.77,0.4,1.99,9.65,11.577647,109.55507
9338,1.16,0.7,2.86,1.6,1.51,1.09,17.741312,64.03212
9339,3.78,2.03,1.21,0.83,1.03,9.94,17.462568,81.641365
9340,1.93,1.93,4.94,0.68,1.21,2.81,16.31312,72.733765
9341,0.75,2.09,5.76,1.63,3.79,7.66,14.617088,90.08045
9342,3.78,0.53,8.96,1.41,1.82,2.52,11.791465,78.42334
9343,2.0,3.11,9.88,1.41,1.74,9.68,14.454294,132.64064
9344,0.56,1.08,3.68,1.44,4.71,1.97,18.736273,77.06871
9345,0.62,3.23,1.68,1.8,1.74,7.59,17.651205,81.13719
9346,3.78,0.74,3.04,0.33,2.67,9.87,17.10992,83.904274
9347,0.57,4.51,8.52,1.55,3.79,2.03,4.8084793,54.55314
9348,4.69,3.28,7.55,0.68,3.71,2.15,10.912842,69.595764
9349,1.36,4.7,8.48,1.44,4.41,5.31,6.7210593,78.73535
9350,3.54,4.01,7.12,1.03,0.57,8.94,14.428057,113.37825
9351,2.35,3.32,7.31,2.0,2.93,7.38,14.095176,108.03823
9352,3.51,1.88,7.4,1.58,0.15,6.82,14.595508,106.634796
9353,2.14,1.41,2.36,0.88,2.61,6.44,18.000391,75.83255
9354,0.76,4.47,7.95,0.68,4.66,2.92,6.2074714,65.97019
9355,1.38,1.96,7.19,1.63,1.07,5.33,14.269115,96.685715
9356,1.19,1.5,4.75,1.93,4.84,6.01,16.231415,79.978195
9357,3.71,4.53,9.12,0.51,4.09,2.21,3.9073768,55.110085
9358,4.06,3.29,3.44,0.41,3.19,7.64,17.73193,86.574356
9359,1.12,1.96,5.81,1.5,3.21,3.36,15.2490015,72.63602
9360,3.59,1.29,4.55,0.84,1.19,1.1,15.952515,63.02501
9361,3.02,1.47,9.76,0.2,3.04,5.98,11.605398,97.39376
9362,1.37,1.24,7.79,1.69,1.23,1.81,12.86129,76.66463
9363,1.75,3.48,2.21,0.61,2.08,6.08,17.966528,79.19559
9364,3.72,2.81,5.18,1.13,2.69,3.78,17.030348,79.91509
9365,1.95,4.36,7.58,1.58,0.7,1.03,15.406255,99.67912
9366,1.21,1.73,8.14,1.92,3.88,7.55,13.415864,105.14581
9367,2.04,3.06,7.96,1.33,1.71,6.53,13.340002,102.63042
9368,2.19,1.76,7.22,0.31,0.9,4.62,14.124755,89.87821
9369,1.02,4.09,4.82,1.3,1.37,2.63,17.800323,95.23264
9370,2.23,3.18,6.56,1.42,4.02,6.9,13.297298,94.22194
9371,3.39,4.31,8.73,1.67,3.21,6.95,10.270959,96.431366
9372,1.25,4.09,3.49,0.75,3.35,4.52,17.48651,80.77441
9373,1.18,4.12,9.38,1.66,4.95,9.9,9.540089,113.63193
9374,2.6,4.7,7.49,1.46,2.64,8.49,12.557463,107.11517
9375,3.4,2.98,9.96,0.56,3.33,4.9,8.798759,85.05289
9376,2.98,4.71,8.31,1.27,1.46,9.47,13.398657,116.70285
9377,4.22,1.84,3.26,1.9,0.55,7.45,16.934866,85.37558
9378,4.14,1.51,3.63,0.39,4.81,6.08,18.209492,84.48933
9379,2.25,0.53,7.84,1.11,0.52,7.85,14.520734,109.063736
9380,2.63,0.62,8.26,0.89,4.46,9.11,13.38054,103.42891
9381,2.32,0.75,5.6,0.96,1.58,4.39,15.520866,76.32087
9382,2.75,3.25,1.26,0.24,3.09,3.75,17.305185,66.83212
9383,2.62,4.35,8.27,0.9,3.04,5.57,8.745596,79.613625
9384,3.85,4.85,3.67,1.44,3.29,5.72,16.691051,91.05681
9385,0.85,1.17,7.1,1.54,2.36,7.64,14.267168,100.20412
9386,2.17,3.16,7.8,1.19,2.46,1.81,11.796518,72.982666
9387,3.98,1.54,2.29,0.98,0.33,1.57,17.290016,63.041245
9388,0.63,1.51,4.61,1.0,3.59,1.39,16.171766,63.93136
9389,3.95,0.61,6.94,1.97,1.19,5.65,14.436769,91.13666
9390,0.68,0.55,3.65,0.39,3.88,7.86,17.631739,82.46959
9391,4.42,3.42,2.82,0.42,3.34,1.14,16.36725,61.945503
9392,3.31,2.18,5.36,1.81,2.16,8.69,15.679198,100.30968
9393,3.51,2.61,4.57,0.31,2.72,9.01,16.32879,94.80464
9394,2.88,0.18,3.01,0.6,3.86,7.85,18.939388,85.8725
9395,2.07,1.43,8.72,0.34,1.88,6.68,13.186917,103.26755
9396,3.04,3.7,9.96,0.24,4.47,9.33,9.412886,108.890076
9397,1.7,3.01,7.87,1.2,1.44,2.32,13.035471,83.7233
9398,3.9,2.07,2.72,0.53,3.55,9.16,17.166086,82.040634
9399,0.51,3.2,7.45,0.59,2.96,1.41,10.967355,63.640064
9400,2.0,0.73,2.61,1.46,3.87,6.93,18.94827,83.20404
9401,0.94,4.72,9.41,0.58,4.74,2.28,3.7939065,62.67814
9402,3.9,0.11,1.66,1.0,3.49,9.58,19.927523,89.85721
9403,2.53,1.96,3.55,1.69,2.21,0.97,16.833143,61.924065
9404,4.99,4.73,9.93,1.67,4.15,5.11,5.974472,78.55798
9405,3.33,0.54,5.0,0.98,4.35,9.54,15.91083,88.11008
9406,1.0,1.89,1.61,0.26,1.51,8.16,17.33249,74.28085
9407,2.59,3.72,8.28,1.73,2.54,0.88,10.068296,68.010414
9408,4.19,1.81,2.77,1.05,3.37,6.44,17.860407,78.581856
9409,1.84,2.68,8.44,1.62,3.33,8.81,14.067936,119.4754
9410,0.58,4.15,1.93,1.49,4.77,3.69,16.665709,69.9509
9411,4.58,1.55,5.44,1.33,0.44,0.96,15.246275,70.96126
9412,0.98,4.05,8.28,1.55,0.91,0.51,13.67612,92.24338
9413,1.85,4.52,4.34,1.22,3.66,3.52,15.013554,75.24877
9414,4.85,4.73,3.96,0.36,4.95,8.2,17.00132,101.512314
9415,4.11,3.88,9.57,0.78,3.54,3.76,6.434755,69.83911
9416,1.59,0.56,9.76,1.81,2.94,6.19,12.795258,104.65823
9417,4.49,4.59,5.59,0.87,1.02,7.4,14.105896,92.02597
9418,1.99,2.1,9.74,1.96,1.83,8.29,14.5509205,127.26896
9419,2.51,1.2,6.86,0.21,4.48,6.46,13.485548,81.41346
9420,0.51,4.31,1.17,0.34,2.0,1.67,17.0154,78.51793
9421,0.98,4.28,0.77,0.58,0.24,8.42,17.306318,93.75388
9422,4.96,3.65,6.96,1.43,2.31,1.58,14.156057,82.168396
9423,4.07,2.53,6.02,0.64,4.37,7.02,14.197418,84.44951
9424,4.26,0.42,1.03,1.56,4.6,9.57,21.07918,94.84738
9425,2.51,1.36,9.31,1.23,0.8,1.45,11.213301,79.580894
9426,3.33,1.08,7.17,0.15,2.11,3.54,13.703903,76.297424
9427,3.27,1.15,9.71,0.48,3.35,2.75,10.01189,74.79451
9428,1.38,3.81,2.12,1.4,3.38,4.61,17.407122,73.17439
9429,1.9,0.76,3.26,1.62,2.85,4.9,17.924154,74.74295
9430,2.47,3.1,5.7,1.6,2.49,7.05,16.648973,103.19451
9431,1.62,1.25,6.83,0.98,0.8,4.47,14.403101,87.36508
9432,0.5,1.96,2.89,0.83,2.06,7.37,17.007471,77.03955
9433,4.95,4.21,2.87,0.51,1.39,3.15,17.671171,91.04242
9434,1.55,4.54,2.68,0.87,4.37,9.4,17.890379,102.41942
9435,1.15,2.06,4.97,1.03,1.88,5.25,16.58101,82.54744
9436,4.7,3.99,4.81,1.68,2.79,5.87,17.655287,92.88579
9437,2.07,4.48,4.09,0.49,2.02,2.42,17.701813,94.56722
9438,4.12,2.66,3.5,0.72,1.75,9.73,17.002478,96.08758
9439,4.83,1.49,7.81,1.93,1.97,2.26,13.103425,77.27025
9440,0.69,2.93,8.73,0.86,4.12,9.38,12.547594,116.867004
9441,3.25,1.14,3.42,1.51,4.93,1.29,19.79016,81.90822
9442,2.58,4.03,8.61,1.36,1.91,8.94,13.740135,118.48892
9443,3.39,3.05,6.66,0.96,2.99,4.34,15.164878,86.73696
9444,4.3,0.9,2.68,0.94,4.1,8.74,18.607676,86.85445
9445,3.92,2.82,2.6,1.73,1.7,3.09,17.471762,68.4963
9446,2.12,3.49,3.36,0.3,4.5,6.41,16.66659,77.89264
9447,3.83,2.31,5.41,0.84,3.29,7.29,15.747782,89.40298
9448,2.33,3.34,4.45,1.02,2.21,0.86,16.512693,73.45995
9449,4.26,2.86,9.49,0.84,4.53,5.95,9.338843,90.17171
9450,0.54,1.14,2.43,1.04,2.61,3.72,18.369429,71.094696
9451,2.47,1.6,5.87,0.74,1.11,6.56,15.653973,93.408875
9452,4.65,2.25,2.19,0.95,3.07,2.92,18.392067,72.72081
9453,1.52,4.61,2.93,0.19,4.82,1.42,14.813053,65.72654
9454,1.62,4.27,7.29,1.44,1.13,9.65,15.032592,122.8683
9455,4.05,3.29,7.24,0.51,0.67,2.89,15.469111,95.9229
9456,0.61,0.68,8.95,0.68,3.3,4.43,11.509903,83.0365
9457,1.21,2.08,2.91,1.51,1.11,6.25,17.29411,77.47067
9458,3.62,4.84,3.87,0.59,2.7,3.98,16.85207,92.98149
9459,1.95,4.87,3.11,1.13,1.35,8.72,16.69931,101.445786
9460,1.73,2.93,9.78,1.51,2.6,0.65,7.3057885,62.732075
9461,2.87,4.46,4.72,1.35,3.04,6.67,15.917971,92.756
